Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,source_sheet,hour,minute,time_index,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmin_3,Call Volume_rollmax_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmin_7,Call Volume_rollmax_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmin_14,Call Volume_rollmax_14,Call Volume_rollmean_30,Call Volume_rollstd_30,Call Volume_rollmin_30,Call Volume_rollmax_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,trend,trend_squared,outlier_column
May,28,17:30:00,0.325,882.0,165.0,0.1871,351.33,C,C - Interval,17.0,30.0,35.0,702.0,936.0,89.0,921.0,123.0,3.0,557.6666666666666,467.5193400634174,35.0,936.0,410.57142857142856,338.56011634708625,23.0,936.0,385.7142857142857,238.7668410722151,23.0,936.0,362.7,195.88017977219215,5.0,936.0,793.0,2.659751037344398,0.8246071031418246,286.65000000000003,138,19044,Call Volume_rollstd_3
May,28,14:30:00,0.7888,1014.0,15.0,0.0148,338.92,C,C - Interval,14.0,30.0,29.0,967.0,199.0,539.0,1029.0,977.0,662.0,475.3333333333333,426.88679217484975,199.0,967.0,447.14285714285717,258.4488528196822,199.0,967.0,558.0,293.545174088707,35.0,967.0,457.46666666666664,235.73666391260346,23.0,967.0,475.0,0.8812615955473099,0.5780006293091934,799.8431999999999,149,22201,Call Volume_rollstd_3
May,28,16:00:00,0.3502,1029.0,41.0,0.0398,353.24,C,C - Interval,16.0,0.0,32.0,48.0,961.0,977.0,662.0,24.0,23.0,726.6666666666666,457.57658739639777,199.0,1014.0,515.0,337.0044510091821,199.0,1014.0,627.9285714285714,275.42148519223156,199.0,1014.0,475.53333333333336,256.7238867401874,23.0,1014.0,52.0,1.3333333333333333,0.6543775747751109,360.3558,150,22500,Call Volume_rollstd_3
May,29,00:30:00,1.0,52.0,0.0,0.0,283.33,C,C - Interval,0.0,30.0,1.0,81.0,172.0,288.0,882.0,89.0,921.0,738.3333333333334,490.5163945612146,172.0,1029.0,561.2857142857143,415.644765910232,172.0,1029.0,596.7142857142857,308.94794895715887,172.0,1029.0,486.6333333333333,281.7801152198881,23.0,1029.0,-236.0,-0.8194444444444444,0.7405226167909452,52.0,152,23104,Call Volume_rollstd_3
May,29,01:00:00,1.0,29.0,0.0,0.0,353.59,C,C - Interval,1.0,0.0,2.0,52.0,81.0,260.0,810.0,145.0,990.0,417.6666666666667,532.8192313846539,52.0,1029.0,527.5714285714286,449.6839101498064,52.0,1029.0,537.4285714285714,328.97900664508495,52.0,1029.0,473.96666666666664,292.65190377239867,23.0,1029.0,-231.0,-0.8884615384615384,0.8523659277142283,29.0,153,23409,Call Volume_rollstd_3
May,29,06:30:00,0.9583,48.0,0.0,0.0,203.13,C,C - Interval,6.0,30.0,13.0,961.0,145.0,996.0,514.0,1010.0,31.0,374.6666666666667,490.57143550489496,81.0,941.0,187.28571428571428,335.46868422438223,10.0,941.0,102.35714285714286,244.39048424848406,10.0,941.0,328.93333333333334,367.02634814122706,10.0,1029.0,-948.0,3.8,1.7912134169112706,45.998400000000004,168,28224,Call Volume_rollstd_3
May,29,07:30:00,1.0,145.0,0.0,0.0,222.17,C,C - Interval,7.0,30.0,15.0,89.0,76.0,990.0,245.0,13.0,47.0,356.6666666666667,506.3164359699706,48.0,941.0,192.71428571428572,332.4152595202346,22.0,941.0,103.78571428571429,243.98050948997698,10.0,941.0,301.1333333333333,355.08121784229587,10.0,1029.0,-845.0,5.0,1.7249123918766807,145.0,169,28561,Call Volume_rollstd_3
May,27,22:30:00,0.9883,172.0,1.0,0.0058,306.9,C,C - Interval,22.0,30.0,45.0,113.0,1114.0,1057.0,19.0,1073.0,896.0,378.0,489.97857095999615,48.0,941.0,210.28571428571428,325.05677159829315,24.0,941.0,112.57142857142857,243.02159267335537,10.0,941.0,278.96666666666664,342.7620551297675,10.0,1029.0,-885.0,5.0,1.5457862779810136,169.9876,170,28900,Call Volume_rollstd_3
May,28,05:30:00,1.0,24.0,0.0,0.0,309.0,C,C - Interval,5.0,30.0,11.0,1010.0,11.0,23.0,319.0,1069.0,606.0,344.6666666666667,576.1964364115188,11.0,1010.0,156.28571428571428,376.5531012954723,3.0,1010.0,162.07142857142858,294.37978198910986,3.0,1010.0,126.1,258.9066334175052,3.0,1010.0,1.0,-0.22580645161290322,2.409389130775417,24.0,182,33124,Call Volume_rollstd_3
May,27,23:00:00,0.9404,153.0,2.0,0.0131,346.02,C,C - Interval,23.0,0.0,46.0,24.0,1010.0,17.0,1114.0,1106.0,613.0,348.3333333333333,573.0570070536904,11.0,1010.0,155.28571428571428,376.95035671633417,3.0,1010.0,160.35714285714286,295.163997998207,3.0,1010.0,125.16666666666667,259.23323053978277,3.0,1010.0,136.0,5.0,2.4274631987252433,143.8812,183,33489,Call Volume_rollstd_3
May,28,13:30:00,0.7181,961.0,21.0,0.0219,337.18,C,C - Interval,13.0,30.0,27.0,145.0,89.0,1037.0,338.0,11.0,14.0,395.6666666666667,535.923812993352,24.0,1010.0,174.71428571428572,372.1087270703348,3.0,1010.0,160.92857142857142,295.1397229177324,3.0,1010.0,129.3,258.63489777063694,3.0,1010.0,-76.0,5.0,2.129812828693658,690.0940999999999,184,33856,Call Volume_rollstd_3
May,28,06:30:00,1.0,46.0,0.0,0.0,241.2,C,C - Interval,6.0,30.0,13.0,153.0,24.0,9.0,113.0,1029.0,664.0,379.3333333333333,507.85069984527286,24.0,961.0,310.7142857142857,464.05844254278827,3.0,1010.0,217.28571428571428,364.5780339750911,3.0,1010.0,160.4,298.98190465368475,3.0,1010.0,37.0,5.0,1.4935214242756403,46.0,185,34225,Call Volume_rollstd_3
May,28,08:00:00,0.9918,245.0,0.0,0.0,276.38,C,C - Interval,8.0,0.0,16.0,123.0,46.0,13.0,47.0,896.0,785.0,386.6666666666667,500.25626766021975,46.0,961.0,316.85714285714283,459.5691564104468,11.0,1010.0,175.14285714285714,346.08532899424495,3.0,1010.0,161.2,298.6307141743395,3.0,1010.0,232.0,5.0,1.45039860003297,242.991,186,34596,Call Volume_rollstd_3
May,28,08:30:00,0.997,338.0,1.0,0.003,306.57,C,C - Interval,8.0,30.0,17.0,245.0,123.0,11.0,14.0,6.0,983.0,417.3333333333333,481.2279432174875,46.0,961.0,350.0,442.0346894381332,11.0,1010.0,189.28571428571428,344.4878983185214,3.0,1010.0,168.9,297.68096205907085,3.0,1010.0,327.0,5.0,1.2629562555375236,336.986,187,34969,Call Volume_rollstd_3
May,29,07:00:00,0.9737,76.0,0.0,0.0,236.82,C,C - Interval,7.0,0.0,14.0,23.0,977.0,890.0,46.0,9.0,113.0,665.3333333333334,556.3580981106802,23.0,996.0,833.4285714285714,360.7080338920745,23.0,1037.0,668.5714285714286,368.4689141017743,23.0,1037.0,393.53333333333336,410.8474616954683,3.0,1037.0,-814.0,-0.9146067415730337,0.4328001777930274,74.0012,198,39204,Call Volume_rollstd_3
May,28,07:00:00,0.9775,89.0,0.0,0.0,270.67,C,C - Interval,7.0,0.0,14.0,76.0,23.0,921.0,123.0,3.0,172.0,358.6666666666667,536.147678660771,23.0,977.0,717.1428571428571,457.6211783310985,23.0,1037.0,605.3571428571429,389.7418489092605,23.0,1037.0,394.46666666666664,410.0664986722683,3.0,1037.0,-832.0,-0.9033659066232356,0.6381171809397789,86.9975,199,39601,Call Volume_rollstd_3
May,30,04:30:00,0.8182,11.0,0.0,0.0,434.27,C,C - Interval,4.0,30.0,9.0,8.0,18.0,94.0,802.0,118.0,904.0,221.33333333333334,364.32037183409534,8.0,642.0,169.42857142857142,221.75952226293626,8.0,642.0,501.42857142857144,448.8327963962517,8.0,1037.0,393.9,411.46645650354816,3.0,1037.0,-83.0,-0.8552631578947368,1.308867332074666,9.0002,205,42025,Call Volume_rollstd_3
May,30,05:00:00,0.7368,19.0,0.0,0.0,184.37,C,C - Interval,5.0,0.0,10.0,11.0,8.0,10.0,802.0,130.0,906.0,220.33333333333334,365.1771259722239,8.0,642.0,160.14285714285714,227.60743146290906,8.0,642.0,438.64285714285717,451.76621032477493,8.0,1037.0,393.23333333333335,412.09043896341194,3.0,1037.0,9.0,-0.7865168539325843,1.4212774489209308,13.9992,206,42436,Call Volume_rollstd_3
May,30,03:30:00,1.0,18.0,0.0,0.0,385.06,C,C - Interval,3.0,30.0,7.0,9.0,63.0,802.0,802.0,504.0,836.0,457.0,362.4596529270534,65.0,780.0,310.2857142857143,269.0896469491871,23.0,780.0,172.92857142857142,232.81999130583324,8.0,780.0,378.96666666666664,382.08687253152203,8.0,1037.0,-784.0,-0.8947368421052632,0.8672318271843047,18.0,218,47524,Call Volume_rollstd_3
May,30,11:00:00,0.9832,900.0,5.0,0.0056,332.63,C,C - Interval,11.0,0.0,22.0,780.0,65.0,171.0,8.0,802.0,802.0,287.6666666666667,427.02029616088913,18.0,780.0,288.42857142857144,287.8488359902684,18.0,780.0,173.64285714285714,232.28980809552291,11.0,780.0,362.43333333333334,386.74518772686116,8.0,1037.0,729.0,2.5573122529644268,0.9979900207686373,884.88,219,47961,Call Volume_rollstd_3
May,30,12:00:00,0.9911,896.0,1.0,0.0011,327.93,C,C - Interval,12.0,0.0,24.0,932.0,900.0,354.0,19.0,10.0,802.0,566.0,478.35969729900944,18.0,900.0,380.85714285714283,367.44724273081204,18.0,900.0,237.14285714285714,296.9267864028377,18.0,900.0,370.3666666666667,395.4453171433122,8.0,1037.0,542.0,1.5310734463276836,0.9647902097208119,888.0255999999999,220,48400,Call Volume_rollstd_3
May,30,12:30:00,0.9704,986.0,5.0,0.0051,332.01,C,C - Interval,12.0,30.0,25.0,896.0,932.0,23.0,22.0,343.0,802.0,604.6666666666666,508.0721733507291,18.0,900.0,458.2857142857143,414.88742018597236,18.0,900.0,299.7857142857143,337.1509998551045,18.0,900.0,374.9,400.80921164305977,8.0,1037.0,963.0,5.0,0.9053029742212614,956.8144000000001,221,48841,Call Volume_rollstd_3
May,30,10:30:00,0.6576,866.0,16.0,0.0185,319.78,C,C - Interval,10.0,30.0,21.0,39.0,669.0,973.0,900.0,171.0,8.0,513.6666666666666,419.1722000960146,39.0,833.0,768.5714285714286,340.9750025748995,39.0,1003.0,793.7857142857143,336.00278812291685,18.0,1027.0,473.0,419.8862736011034,8.0,1027.0,-107.0,-0.10996916752312436,0.44364777286696966,569.4816,232,53824,Call Volume_rollstd_3
May,30,17:00:00,0.9938,814.0,2.0,0.0025,332.97,C,C - Interval,17.0,0.0,34.0,866.0,39.0,1003.0,932.0,253.0,11.0,524.6666666666666,431.97955198519907,39.0,866.0,753.2857142857143,332.5781683984059,39.0,1003.0,854.3571428571429,251.10206540916266,39.0,1027.0,501.4,416.57061329631614,8.0,1027.0,-189.0,-0.18843469591226322,0.44150335270033025,808.9532,233,54289,Call Volume_rollstd_3
May,30,11:30:00,0.9203,932.0,4.0,0.0043,317.59,C,C - Interval,11.0,30.0,23.0,900.0,780.0,253.0,11.0,94.0,802.0,573.0,463.1878668531808,39.0,866.0,726.2857142857143,316.19493685895475,39.0,958.0,848.2142857142857,250.95147510453688,39.0,1027.0,507.1333333333333,419.7439887502309,8.0,1027.0,679.0,-0.027139874739039668,0.4353588823785765,857.7196,234,54756,Call Volume_rollstd_3
May,30,00:30:00,1.0,63.0,0.0,0.0,280.6,C,C - Interval,0.0,30.0,1.0,343.0,10.0,802.0,253.0,871.0,864.0,585.0,502.3076746377661,9.0,932.0,594.5714285714286,397.8319817640179,9.0,932.0,781.0,333.45279910471487,9.0,1027.0,537.8666666666667,415.82470886870954,9.0,1027.0,-739.0,-0.9243697478991597,0.6691071293484203,63.0,236,55696,Call Volume_rollstd_3
May,29,08:30:00,0.9883,343.0,1.0,0.0029,294.4,C,C - Interval,8.0,30.0,17.0,10.0,94.0,802.0,180.0,865.0,843.0,334.6666666666667,518.0099741639474,9.0,932.0,484.57142857142856,426.34917502866017,9.0,932.0,717.1428571428571,379.5685520617926,9.0,1027.0,539.3333333333334,414.0051085253144,9.0,1027.0,-459.0,-0.4872944693572496,0.8798479437501832,338.9869,237,56169,Call Volume_rollstd_3
May,30,02:00:00,1.0,10.0,0.0,0.0,265.7,C,C - Interval,2.0,0.0,4.0,94.0,802.0,802.0,130.0,906.0,862.0,355.3333333333333,400.72600780749616,118.0,818.0,593.4285714285714,345.1646260085459,118.0,871.0,734.3571428571429,277.1824190070385,118.0,911.0,702.0666666666667,315.76234333951896,9.0,1003.0,-792.0,-0.9884393063583815,0.581644771800631,10.0,255,65025,Call Volume_rollstd_3
May,29,17:00:00,1.0,802.0,0.0,0.0,329.11,C,C - Interval,17.0,0.0,34.0,802.0,802.0,802.0,504.0,836.0,642.0,302.0,435.0448252766607,10.0,802.0,353.7142857142857,348.8809320698182,10.0,818.0,612.0714285714286,358.30272209312153,10.0,906.0,634.4666666666667,341.5783580858769,9.0,932.0,0.0,0.5912698412698413,0.9863354299227493,802.0,258,66564,Call Volume_rollstd_3
May,29,17:30:00,0.996,802.0,0.0,0.0,342.66,C,C - Interval,17.0,30.0,35.0,802.0,802.0,281.0,848.0,911.0,14.0,566.0,408.763990586255,94.0,802.0,396.2857142857143,386.43572742251945,10.0,818.0,609.6428571428571,356.780175187178,10.0,906.0,631.0333333333333,339.2752400422804,9.0,932.0,521.0,-0.019559902200488997,0.9751442292565379,798.792,259,67081,Call Volume_rollstd_3
June,8,02:30:00,0.625,16.0,0.0,0.0,352.44,C,C - Interval,2.0,30.0,5.0,6.0,1050.0,133.0,233.0,468.0,222.0,332.3333333333333,415.0257020153492,15.0,802.0,447.85714285714283,341.8515411556256,15.0,802.0,613.7142857142857,291.8670478597638,15.0,802.0,632.5666666666667,318.0702246613031,10.0,911.0,-117.0,-0.9800498753117207,0.7633048765835342,10.0,271,73441,Call Volume_rollstd_3
June,2,16:00:00,0.9958,1188.0,3.0,0.0025,350.62,C,C - Interval,16.0,0.0,32.0,8.0,15.0,90.0,1032.0,147.0,18.0,277.6666666666667,454.0862619958167,15.0,802.0,335.57142857142856,335.1620787732694,15.0,802.0,557.5714285714286,326.41472305729627,15.0,802.0,605.0,334.61073627064934,10.0,911.0,1098.0,0.48129675810473815,0.9987801410867969,1183.0104000000001,272,73984,Call Volume_rollstd_3
June,6,06:00:00,0.9655,29.0,0.0,0.0,398.14,C,C - Interval,6.0,0.0,12.0,22.0,18.0,588.0,128.0,612.0,962.0,406.3333333333333,676.9433752784153,15.0,1188.0,390.7142857142857,440.03701143037006,15.0,1188.0,585.1428571428571,362.9110628796532,15.0,1188.0,615.8,348.21093488346065,10.0,1188.0,-559.0,-0.896797153024911,1.1262373235877845,27.9995,273,74529,Call Volume_rollstd_3
June,6,06:30:00,0.9615,53.0,1.0,0.0189,260.17,C,C - Interval,6.0,30.0,13.0,29.0,22.0,453.0,98.0,443.0,904.0,411.0,672.933131893504,16.0,1188.0,354.7142857142857,460.34831533152334,15.0,1188.0,529.9285714285714,385.4812106137778,15.0,1188.0,586.4,359.4792785740755,10.0,1188.0,-400.0,-0.7905138339920948,1.297800325139212,50.9595,274,75076,Call Volume_rollstd_3
June,6,07:00:00,0.9886,90.0,2.0,0.0222,260.33,C,C - Interval,7.0,0.0,14.0,53.0,29.0,877.0,66.0,372.0,850.0,423.3333333333333,662.3294749090768,29.0,1188.0,326.14285714285717,473.7254579646419,15.0,1188.0,476.42857142857144,396.631143174945,15.0,1188.0,560.3,369.03015015597003,10.0,1188.0,-787.0,-0.5,1.4525090695367906,88.974,275,75625,Call Volume_rollstd_3
June,6,13:00:00,0.7768,937.0,14.0,0.0149,351.75,C,C - Interval,13.0,0.0,26.0,890.0,448.0,656.0,29.0,588.0,128.0,453.3333333333333,434.0245768770857,22.0,890.0,673.0,327.8820926288396,22.0,891.0,487.7857142857143,332.3661508664175,22.0,891.0,528.4,349.41622250794825,15.0,1188.0,281.0,0.2628032345013477,0.4871947884529563,727.8616000000001,288,82944,Call Volume_rollstd_3
June,6,14:00:00,0.9966,881.0,1.0,0.0011,337.31,C,C - Interval,14.0,0.0,28.0,855.0,937.0,827.0,90.0,877.0,66.0,616.3333333333334,515.2439551642825,22.0,937.0,700.8571428571429,342.6715767667488,22.0,937.0,550.9285714285714,327.3449049751451,22.0,937.0,532.9,353.9018322876438,15.0,1188.0,54.0,0.06529625151148731,0.48893213154652293,878.0046,289,83521,Call Volume_rollstd_3
June,6,14:30:00,0.9989,901.0,0.0,0.0,327.4,C,C - Interval,14.0,30.0,29.0,881.0,855.0,891.0,154.0,448.0,33.0,613.3333333333334,512.8745785602296,22.0,937.0,708.5714285714286,346.57027048053715,22.0,937.0,607.4285714285714,309.4426041687299,22.0,937.0,535.5333333333333,356.25927533801513,15.0,1188.0,10.0,0.01122334455667789,0.4891112688233387,900.0089,290,84100,Call Volume_rollstd_3
June,6,02:30:00,1.0,448.0,0.0,0.0,306.08,C,C - Interval,2.0,30.0,5.0,877.0,453.0,33.0,343.0,784.0,944.0,384.0,428.2651048124281,18.0,855.0,556.4285714285714,348.7911778045511,18.0,909.0,657.9285714285714,268.17716999307464,18.0,909.0,649.4333333333333,282.60435159464504,18.0,937.0,415.0,-0.1794871794871795,0.6268390871968826,448.0,306,93636,Call Volume_rollstd_3
June,5,13:30:00,0.9989,888.0,1.0,0.0011,338.62,C,C - Interval,13.0,30.0,27.0,920.0,933.0,12.0,99.0,13.0,80.0,462.0,451.16294174056446,18.0,920.0,544.8571428571429,354.19271052701873,18.0,920.0,634.6428571428571,272.6554904701471,18.0,920.0,681.0,263.15525770003586,18.0,937.0,876.0,-0.0231023102310231,0.6500652788907003,887.0232,308,94864,Call Volume_rollstd_3
June,7,16:00:00,1.0,580.0,0.0,0.0,338.88,C,C - Interval,16.0,0.0,32.0,535.0,547.0,866.0,401.0,10.0,15.0,562.0,422.5884522795197,102.0,933.0,568.0,290.055167166524,102.0,933.0,314.5,329.7222024208118,33.0,933.0,489.5,346.5886710447292,33.0,988.0,-286.0,-0.013605442176870748,0.5106605055748662,580.0,341,116281,Call Volume_rollstd_3
June,8,03:30:00,1.0,6.0,0.0,0.0,283.17,C,C - Interval,3.0,30.0,7.0,1050.0,11.0,356.0,253.0,461.0,23.0,357.6666666666667,599.578463033266,11.0,1050.0,216.28571428571428,376.26662279369333,3.0,1050.0,260.85714285714283,292.5773683720538,3.0,1050.0,367.23333333333335,278.4119601242548,3.0,1050.0,-350.0,-0.926829268292683,1.7396739495084896,6.0,363,131769,Call Volume_rollstd_3
June,8,01:30:00,0.96,25.0,0.0,0.0,191.96,C,C - Interval,1.0,30.0,3.0,16.0,6.0,3.0,201.0,431.0,675.0,355.6666666666667,601.3155023224775,6.0,1050.0,205.42857142857142,381.84240079857443,3.0,1050.0,243.21428571428572,300.42948195270986,3.0,1050.0,366.3,279.6119416817427,3.0,1050.0,22.0,-0.8120300751879699,1.858759948254535,24.0,364,132496,Call Volume_rollstd_3
June,8,01:00:00,1.0,27.0,0.0,0.0,268.3,C,C - Interval,1.0,0.0,2.0,25.0,16.0,223.0,635.0,428.0,609.0,360.3333333333333,597.3444009391345,6.0,1050.0,190.0,387.3981586602257,3.0,1050.0,228.35714285714286,306.0637457842997,3.0,1050.0,347.53333333333336,283.0907900343962,3.0,1050.0,-196.0,5.0,2.038937677159083,27.0,365,133225,Call Volume_rollstd_3
June,7,23:30:00,1.0,66.0,0.0,0.0,314.52,C,C - Interval,23.0,30.0,47.0,57.0,40.0,1050.0,82.0,290.0,580.0,396.0,622.1278003754535,17.0,1114.0,183.71428571428572,410.5418022912789,6.0,1114.0,200.0,378.70629983994394,3.0,1114.0,279.8333333333333,289.95268143485777,3.0,1114.0,-984.0,5.0,2.234675440154706,66.0,370,136900,Call Volume_rollstd_3
June,6,20:30:00,0.9972,356.0,0.0,0.0,307.6,C,C - Interval,20.0,30.0,41.0,82.0,119.0,253.0,461.0,23.0,480.0,399.0,619.6926657626344,17.0,1114.0,192.28571428571428,406.82253063045994,17.0,1114.0,198.85714285714286,379.1137148550666,3.0,1114.0,278.6333333333333,290.7873358876611,3.0,1114.0,103.0,5.0,2.1157189557304754,355.0032,371,137641,Call Volume_rollstd_3
June,6,22:30:00,1.0,146.0,0.0,0.0,332.43,C,C - Interval,22.0,30.0,45.0,651.0,279.0,565.0,867.0,891.0,267.0,512.0,541.135842464718,66.0,1114.0,239.57142857142858,403.359581987279,17.0,1114.0,214.78571428571428,380.8147497489739,3.0,1114.0,271.1666666666667,285.6119966732453,3.0,1114.0,-419.0,4.407407407407407,1.6836714811633589,146.0,372,138384,Call Volume_rollstd_3
June,7,06:00:00,0.9565,23.0,0.0,0.0,199.78,C,C - Interval,6.0,0.0,12.0,866.0,8.0,480.0,22.0,7.0,76.0,500.6666666666667,442.9461968832483,8.0,866.0,537.1428571428571,261.63551528250713,8.0,866.0,400.64285714285717,264.39935038406674,8.0,866.0,264.0,276.3278911877619,7.0,866.0,-457.0,-0.9520833333333333,0.48708739547275265,21.9995,403,162409,Call Volume_rollstd_3
June,6,21:30:00,1.0,222.0,0.0,0.0,310.01,C,C - Interval,21.0,30.0,43.0,23.0,866.0,608.0,64.0,14.0,57.0,299.0,491.09367741806665,8.0,866.0,471.85714285714283,327.098572590093,8.0,866.0,358.7857142857143,275.04745844236476,8.0,866.0,246.53333333333333,274.3767524752239,7.0,866.0,-386.0,-0.6348684210526315,0.6932152613171817,222.0,404,163216,Call Volume_rollstd_3
June,7,07:00:00,0.9841,64.0,1.0,0.0156,288.79,C,C - Interval,7.0,0.0,14.0,22.0,10.0,14.0,57.0,909.0,812.0,370.3333333333333,440.6408212289613,23.0,866.0,416.7142857142857,332.80861080893254,8.0,866.0,373.07142857142856,261.0471411260998,8.0,866.0,231.43333333333334,262.1774449560409,7.0,866.0,50.0,-0.8853046594982079,0.798649391725241,62.9824,405,164025,Call Volume_rollstd_3
June,5,10:00:00,0.9195,792.0,9.0,0.0114,331.91,C,C - Interval,10.0,0.0,20.0,684.0,295.0,385.0,9.0,714.0,230.0,408.0,465.7424180810677,64.0,938.0,392.7142857142857,407.9594400941163,8.0,938.0,425.7857142857143,296.4780906606055,8.0,938.0,260.4,290.1180021515616,7.0,938.0,407.0,0.2611464968152866,1.0388199638627915,728.244,407,165649,Call Volume_rollstd_3
