Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,source_sheet,hour,minute,time_index,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmin_3,Call Volume_rollmax_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmin_7,Call Volume_rollmax_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmin_14,Call Volume_rollmax_14,Call Volume_rollmean_30,Call Volume_rollstd_30,Call Volume_rollmin_30,Call Volume_rollmax_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,trend,trend_squared,outlier_column
June,16,16:00:00,0.9973,1093.0,0.0,0.0,374.74,C,C - Interval,16.0,0.0,32.0,1099.0,1136.0,1046.0,528.0,13.0,159.0,1113.6666666666667,19.655363983778184,1099.0,1136.0,1085.4285714285713,35.00408139471817,1036.0,1136.0,762.0,445.56895348272644,10.0,1136.0,454.03333333333336,442.66547526151777,8.0,1136.0,47.0,0.044933078393881457,0.032249087886684284,1090.0489,2140,4579600,Call Volume_rollmean_7
June,16,16:30:00,0.7966,1066.0,14.0,0.0131,349.51,C,C - Interval,16.0,30.0,33.0,1093.0,1099.0,1036.0,679.0,23.0,19.0,1109.3333333333333,23.288051299642863,1093.0,1136.0,1092.142857142857,30.383266071066615,1036.0,1136.0,802.3571428571429,448.32296173849693,10.0,1136.0,468.76666666666665,456.5839941107886,8.0,1136.0,30.0,0.02895752895752896,0.027819864290054456,849.1755999999999,2141,4583881,Call Volume_rollmean_7
June,16,17:00:00,0.9266,971.0,4.0,0.0041,374.34,C,C - Interval,17.0,0.0,34.0,1066.0,1093.0,1078.0,758.0,44.0,942.0,1086.0,17.578395831287402,1066.0,1099.0,1096.4285714285713,22.142396308622594,1066.0,1136.0,830.0,452.0473086202029,10.0,1136.0,484.1666666666667,468.92702787455545,8.0,1136.0,-107.0,-0.09925788497217068,0.020195019434574354,899.7286,2142,4588164,Call Volume_rollmean_7
June,16,17:30:00,0.9304,897.0,6.0,0.0067,374.81,C,C - Interval,17.0,30.0,35.0,971.0,1066.0,1097.0,16.0,89.0,10.0,1043.3333333333333,64.08067831518859,971.0,1093.0,1081.142857142857,52.75550072878826,971.0,1136.0,845.2142857142857,453.0210011384982,10.0,1136.0,514.8,469.7384011524299,8.0,1136.0,-200.0,-0.18231540565177756,0.04879604982842466,834.5688,2143,4592449,Call Volume_rollmean_7
June,16,18:00:00,0.5896,867.0,24.0,0.0277,351.58,C,C - Interval,18.0,0.0,36.0,897.0,971.0,1106.0,11.0,121.0,10.0,978.0,84.71717653463932,897.0,1066.0,1052.5714285714287,86.25709080584568,897.0,1136.0,908.1428571428571,385.0683969500353,10.0,1136.0,539.0,470.1166399654597,8.0,1136.0,-239.0,-0.21609403254972875,0.0819489190609283,511.1832,2144,4596736,Call Volume_rollmean_7
April,1,14:30:00,0.9327,1151.0,7.0,0.0061,342.38,C,C - Interval,14.0,30.0,29.0,1144.0,1065.0,939.0,223.0,13.0,34.0,1103.3333333333333,39.55165398987462,1065.0,1144.0,1054.5714285714287,64.98937642123927,939.0,1144.0,851.5,284.25090487644286,223.0,1144.0,511.03333333333336,459.7590435879636,8.0,1144.0,212.0,0.22577209797657083,0.06162633906105051,1073.5376999999999,2930,8584900,Call Volume_rollmean_7
April,1,00:00:00,1.0,72.0,0.0,0.0,283.29,C,C - Interval,0.0,0.0,0.0,1151.0,1144.0,1017.0,128.0,11.0,34.0,1120.0,47.75981574505354,1065.0,1151.0,1084.857142857143,49.770903720401854,1017.0,1151.0,867.5714285714286,294.94659602289727,223.0,1151.0,528.7666666666667,474.1031230274352,8.0,1151.0,-945.0,-0.9292035398230089,0.04587784119605122,72.0,2931,8590761,Call Volume_rollmean_7
April,7,13:30:00,0.9913,1041.0,2.0,0.0019,357.29,C,C - Interval,13.0,30.0,27.0,1156.0,1165.0,377.0,30.0,11.0,74.0,1136.6666666666667,41.52509281548374,1089.0,1165.0,1034.4285714285713,110.65088814655552,889.0,1165.0,784.5,379.6272969840077,80.0,1165.0,681.4333333333333,400.36635665378975,22.0,1165.0,664.0,0.17097862767154107,0.1069681283007718,1031.9433,3145,9891025,Call Volume_rollmean_7
April,7,14:00:00,0.9543,1165.0,6.0,0.0052,342.41,C,C - Interval,14.0,0.0,28.0,1041.0,1156.0,476.0,61.0,6.0,315.0,1120.6666666666667,69.13995468131667,1041.0,1165.0,1056.142857142857,90.42018316621653,904.0,1165.0,797.0714285714286,385.3688471473112,80.0,1165.0,715.4,385.4387200276478,26.0,1165.0,689.0,0.13992172211350293,0.0856135915275958,1111.7595000000001,3146,9897316,Call Volume_rollmean_7
April,7,14:30:00,0.9884,1126.0,2.0,0.0018,344.5,C,C - Interval,14.0,30.0,29.0,1165.0,1041.0,945.0,117.0,7.0,52.0,1120.6666666666667,69.13995468131667,1041.0,1165.0,1076.5714285714287,97.31196764849535,904.0,1165.0,816.5,397.25050225073466,80.0,1165.0,753.3666666666667,371.016821194397,40.0,1165.0,181.0,0.24557522123893805,0.09039062812360237,1112.9384,3147,9903609,Call Volume_rollmean_7
April,7,15:00:00,0.9935,1078.0,1.0,0.0009,356.84,C,C - Interval,15.0,0.0,30.0,1126.0,1165.0,1016.0,37.0,12.0,378.0,1110.6666666666667,63.406098550017354,1041.0,1165.0,1108.2857142857142,61.15476074605908,1016.0,1165.0,891.2142857142857,342.69411760600406,119.0,1165.0,759.7666666666667,375.86449166149464,40.0,1165.0,62.0,0.0610236220472441,0.05517959850765836,1070.9930000000002,3148,9909904,Call Volume_rollmean_7
April,7,15:30:00,0.9944,1080.0,2.0,0.0019,357.69,C,C - Interval,15.0,30.0,31.0,1078.0,1126.0,1089.0,27.0,10.0,25.0,1123.0,43.57751713901558,1078.0,1165.0,1117.142857142857,48.803785957777386,1041.0,1165.0,896.2142857142857,345.03181092393504,119.0,1165.0,794.3666666666667,354.4905507551822,79.0,1165.0,-9.0,-0.008264462809917356,0.04368625341489024,1073.952,3149,9916201,Call Volume_rollmean_7
April,7,16:00:00,0.9926,1076.0,0.0,0.0,350.22,C,C - Interval,16.0,0.0,32.0,1080.0,1078.0,1165.0,24.0,9.0,15.0,1094.6666666666667,27.153882472576665,1078.0,1126.0,1115.857142857143,49.77760062329784,1041.0,1165.0,955.9285714285714,291.6904218478931,119.0,1165.0,827.7333333333333,331.1776201556407,80.0,1165.0,-89.0,-0.07639484978540773,0.04460929514314235,1068.0376,3150,9922500,Call Volume_rollmean_7
April,7,16:30:00,0.9943,1059.0,1.0,0.0009,363.76,C,C - Interval,16.0,30.0,33.0,1076.0,1080.0,1156.0,29.0,15.0,16.0,1078.0,2.0000000002890297,1076.0,1080.0,1103.142857142857,46.384007917375236,1041.0,1165.0,1024.2857142857142,165.16491924573538,533.0,1165.0,859.7,305.49667304469807,80.0,1165.0,-97.0,-0.08391003460207612,0.04204714522424588,1052.9637,3151,9928801,Call Volume_rollmean_7
April,7,09:30:00,0.9956,678.0,0.0,0.0,302.31,C,C - Interval,9.0,30.0,19.0,1059.0,1076.0,1041.0,377.0,30.0,11.0,1071.6666666666667,11.150485789170038,1059.0,1080.0,1089.2857142857142,42.267853370786135,1041.0,1165.0,1061.857142857143,85.3561382073377,889.0,1165.0,865.2666666666667,307.619663661581,80.0,1165.0,-363.0,-0.34870317002881845,0.038803275225639734,675.0168,3152,9935104,Call Volume_rollmean_7
April,7,17:00:00,0.9949,980.0,2.0,0.002,341.07,C,C - Interval,17.0,0.0,34.0,678.0,1059.0,1165.0,476.0,61.0,6.0,937.6666666666666,225.03851522202675,678.0,1076.0,1037.4285714285713,162.64466088466668,678.0,1165.0,1046.7857142857142,126.79491531386553,678.0,1165.0,876.0,294.57895142166814,80.0,1165.0,-185.0,-0.15879828326180256,0.15677673178086848,975.002,3153,9941409,Call Volume_rollmean_7
May,5,16:00:00,0.9902,1126.0,1.0,0.0009,352.26,C,C - Interval,16.0,0.0,32.0,1147.0,1191.0,1172.0,625.0,14.0,230.0,1179.3333333333333,28.360771028560606,1147.0,1200.0,1156.857142857143,32.16327393906773,1119.0,1200.0,942.5,326.69598900318545,12.0,1200.0,581.1333333333333,498.373889096663,5.0,1200.0,-46.0,-0.03924914675767918,0.027802286684795518,1114.9651999999999,3471,12047841,Call Volume_rollmean_7
May,5,16:30:00,0.9939,1144.0,1.0,0.0009,350.62,C,C - Interval,16.0,30.0,33.0,1126.0,1147.0,1149.0,814.0,38.0,83.0,1154.6666666666667,33.17127271200855,1126.0,1191.0,1150.2857142857142,33.23509332880992,1119.0,1200.0,978.2857142857143,316.52328352111687,12.0,1200.0,586.4,503.41253392257175,5.0,1200.0,-5.0,-0.004351610095735422,0.028892902794544144,1137.0216,3472,12054784,Call Volume_rollmean_7
May,5,17:00:00,0.9946,1104.0,2.0,0.0018,359.13,C,C - Interval,17.0,0.0,34.0,1144.0,1126.0,1120.0,938.0,60.0,48.0,1139.0,11.357816691649491,1126.0,1147.0,1149.5714285714287,33.320950080827316,1119.0,1200.0,1001.8571428571429,315.6341253712936,12.0,1200.0,624.2666666666667,501.1247991945876,5.0,1200.0,-16.0,-0.014285714285714285,0.0289855412657874,1098.0384000000001,3473,12061729,Call Volume_rollmean_7
May,5,17:30:00,0.9588,1001.0,5.0,0.005,356.95,C,C - Interval,17.0,30.0,35.0,1104.0,1144.0,1119.0,688.0,90.0,22.0,1124.6666666666667,20.033305601783404,1104.0,1144.0,1147.2857142857142,36.11885142933929,1104.0,1200.0,1013.7142857142857,316.1682678991901,12.0,1200.0,626.7666666666667,503.39548333658877,5.0,1200.0,-118.0,-0.10545129579982127,0.03148200224198419,959.7588,3474,12068676,Call Volume_rollmean_7
May,5,18:00:00,0.9495,894.0,3.0,0.0034,345.93,C,C - Interval,18.0,0.0,36.0,1001.0,1104.0,1200.0,1046.0,145.0,593.0,1083.0,73.7766900856979,1001.0,1144.0,1130.4285714285713,66.37985925180054,1001.0,1200.0,1036.0714285714287,302.11879076989607,12.0,1200.0,659.7,494.08942021906665,5.0,1200.0,-306.0,-0.255,0.05872096736542447,848.8530000000001,3475,12075625,Call Volume_rollmean_7
May,5,11:00:00,0.8391,1193.0,6.0,0.005,343.86,C,C - Interval,11.0,0.0,22.0,894.0,1001.0,1191.0,12.0,298.0,9.0,999.6666666666666,105.00634901440219,894.0,1104.0,1086.7142857142858,103.37587449968325,894.0,1191.0,1025.2142857142858,304.4566859610314,12.0,1200.0,689.0,480.41325601165903,5.0,1200.0,2.0,0.0016792611251049538,0.09512700427208923,1001.0463,3476,12082576,Call Volume_rollmean_7
May,6,12:00:00,0.9724,1052.0,3.0,0.0029,343.01,C,C - Interval,12.0,0.0,24.0,1193.0,894.0,1147.0,1071.0,443.0,11.0,1029.3333333333333,151.5002750272568,894.0,1193.0,1087.0,103.71435130525333,894.0,1193.0,1040.857142857143,307.2362801951169,12.0,1200.0,728.6,470.9573961257185,9.0,1200.0,-95.0,-0.08282476024411509,0.09541338666536645,1022.9648000000001,3477,12089529,Call Volume_rollmean_7
May,5,11:30:00,0.9517,1071.0,16.0,0.0149,348.87,C,C - Interval,11.0,30.0,23.0,12.0,1046.0,443.0,11.0,214.0,44.0,1046.3333333333333,149.5805245790188,894.0,1193.0,1073.4285714285713,100.7271183989452,894.0,1193.0,1115.142857142857,83.86973153726296,894.0,1200.0,727.2333333333333,469.9218338033009,9.0,1200.0,628.0,-0.04884547069271759,0.09383681511746293,1019.2707,3478,12096484,Call Volume_rollmean_7
May,5,21:00:00,0.9917,362.0,1.0,0.0028,377.21,C,C - Interval,21.0,0.0,42.0,15.0,1029.0,744.0,36.0,16.0,147.0,1105.3333333333333,76.5136153461229,1052.0,1193.0,1065.5714285714287,98.05246409085497,894.0,1193.0,1107.9285714285713,82.94155893038709,894.0,1200.0,762.6333333333333,453.670508061806,11.0,1200.0,-382.0,-0.6835664335664335,0.09201866853948046,358.9954,3479,12103441,Call Volume_rollmean_7
May,2,13:30:00,0.5809,1043.0,17.0,0.0163,350.92,C,C - Interval,13.0,30.0,27.0,1067.0,1058.0,931.0,8.0,60.0,447.0,1081.3333333333333,32.92921701674063,1058.0,1119.0,1036.2857142857142,78.30860805326503,921.0,1119.0,775.7142857142857,356.6936691705841,115.0,1119.0,656.9,306.2271356700605,98.0,1119.0,112.0,0.12030075187969924,0.07556661929595468,605.8787,4142,17156164,Call Volume_rollmean_7
May,2,22:30:00,0.9938,160.0,0.0,0.0,359.56,C,C - Interval,22.0,30.0,45.0,1043.0,1067.0,921.0,21.0,79.0,13.0,1056.0,12.12435565307381,1043.0,1067.0,1052.2857142857142,63.19471044773695,921.0,1119.0,831.7857142857143,329.7309342645754,115.0,1119.0,684.8333333333334,301.7722460826164,98.0,1119.0,-761.0,-0.8262757871878393,0.060054707186282745,159.008,4143,17164449,Call Volume_rollmean_7
May,1,17:00:00,0.9886,966.0,0.0,0.0,356.43,C,C - Interval,17.0,0.0,34.0,1038.0,986.0,1075.0,116.0,871.0,357.0,1014.6666666666666,26.40706976049352,986.0,1038.0,1031.2857142857142,26.164315939348846,986.0,1055.0,642.8571428571429,481.96917506650317,9.0,1055.0,529.7666666666667,402.89295945897203,9.0,1055.0,-109.0,-0.08436018957345971,0.025370579245801626,954.9876,4308,18558864,Call Volume_rollmean_7
