Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,source_sheet,hour,minute,time_index,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmin_3,Call Volume_rollmax_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmin_7,Call Volume_rollmax_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmin_14,Call Volume_rollmax_14,Call Volume_rollmean_30,Call Volume_rollstd_30,Call Volume_rollmin_30,Call Volume_rollmax_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,trend,trend_squared,outlier_column
May,30,01:00:00,1.0,4.0,0.0,0.0,61.25,A,A - Interval,1.0,0.0,2.0,3.0,10.0,35.0,134.0,5.0,230.0,9.0,5.567764362824447,3.0,14.0,46.285714285714285,71.18453550623276,3.0,205.0,58.285714285714285,58.30216854580015,3.0,205.0,85.03333333333333,74.01233976021577,3.0,241.0,-31.0,-0.8857142857142857,1.537937495505029,4.0,242,58564,CCT
May,30,02:30:00,1.0,1.0,0.0,0.0,104.0,A,A - Interval,2.0,30.0,5.0,3.0,4.0,19.0,62.0,184.0,1.0,3.6666666666666665,0.5773502691342949,3.0,4.0,8.0,6.082762530300025,3.0,18.0,36.142857142857146,53.02373509586553,3.0,205.0,73.43333333333334,76.41523739246729,3.0,241.0,-18.0,-0.9444444444444444,0.7603453162875031,1.0,245,60025,CCT
May,30,03:00:00,1.0,0.0,0.0,0.0,104.0,A,A - Interval,3.0,0.0,6.0,1.0,3.0,14.0,49.0,201.0,222.0,2.6666666666666665,1.5275252316309222,1.0,4.0,5.571428571428571,4.649628761424919,1.0,14.0,31.785714285714285,53.24136415554074,1.0,205.0,71.2,77.5501617419777,1.0,241.0,-14.0,-1.0,0.8345487520506266,0.0,246,60516,CCT
June,5,23:00:00,0.7143,9.0,2.0,0.2222,599.57,A,A - Interval,23.0,0.0,46.0,26.0,32.0,60.0,232.0,193.0,101.0,37.333333333333336,14.742229591661822,26.0,54.0,62.57142857142857,74.61871334291686,1.0,226.0,120.14285714285714,85.41379562761796,1.0,232.0,126.43333333333334,88.7183390182714,0.0,232.0,-51.0,-0.85,1.1925365146128266,6.4287,304,92416,CCT
June,6,01:30:00,1.0,2.0,0.0,0.0,735.5,A,A - Interval,1.0,30.0,3.0,5.0,8.0,32.0,155.0,221.0,1.0,6.0,1.732050807546661,5.0,8.0,13.142857142857142,11.066896153674595,5.0,32.0,51.07142857142857,65.81496706760483,1.0,226.0,95.53333333333333,92.12500253435017,0.0,232.0,-30.0,-0.9375,0.842046446475241,2.0,309,95481,CCT
June,6,22:00:00,1.0,13.0,0.0,0.0,524.23,A,A - Interval,22.0,0.0,44.0,11.0,45.0,127.0,261.0,179.0,38.0,27.333333333333332,17.039170558840745,11.0,45.0,27.142857142857142,22.726112524499552,2.0,55.0,16.357142857142858,19.14964206477022,2.0,55.0,78.56666666666666,87.04326444393884,1.0,232.0,-114.0,5.0,0.8372778298499836,13.0,318,101124,CCT
June,8,01:00:00,0.6667,3.0,0.0,0.0,639.67,A,A - Interval,1.0,0.0,2.0,4.0,2.0,17.0,127.0,3.0,165.0,105.33333333333333,90.00740710260072,4.0,176.0,82.14285714285714,93.53685293585022,4.0,223.0,74.92857142857143,68.27372992449007,4.0,223.0,50.0,58.075456267597595,2.0,223.0,-14.0,-0.8235294117647058,1.138709514001655,2.0000999999999998,335,112225,CCT
June,8,02:30:00,1.0,1.0,0.0,0.0,616.0,A,A - Interval,2.0,30.0,5.0,1.0,3.0,5.0,63.0,159.0,150.0,2.6666666666666665,1.5275252316272199,1.0,4.0,78.28571428571429,96.911840153331,1.0,223.0,59.0,70.35295630987001,1.0,223.0,49.733333333333334,58.29291867642309,1.0,223.0,-4.0,-0.8,1.2379249654622573,1.0,337,113569,CCT
June,8,03:30:00,1.0,1.0,0.0,0.0,547.0,A,A - Interval,3.0,30.0,7.0,2.0,1.0,176.0,49.0,136.0,187.0,1.3333333333333333,0.5773502691237615,1.0,2.0,46.142857142857146,75.9373175090891,1.0,176.0,49.785714285714285,73.19749740512748,1.0,223.0,49.4,58.56066703972826,1.0,223.0,-175.0,-0.9926470588235294,1.645700379453943,1.0,339,114921,CCT
June,8,04:30:00,1.0,1.0,0.0,0.0,590.0,A,A - Interval,4.0,30.0,9.0,1.0,2.0,2.0,37.0,134.0,165.0,1.3333333333333333,0.5773502691237615,1.0,2.0,26.857142857142858,65.77595450068522,1.0,176.0,46.357142857142854,74.3521839137713,1.0,223.0,49.36666666666667,58.58885579176718,1.0,223.0,-1.0,-0.9943181818181818,2.4491046888553005,1.0,340,115600,CCT
June,7,02:30:00,1.0,4.0,0.0,0.0,108.0,A,A - Interval,2.0,30.0,5.0,5.0,7.0,13.0,127.0,261.0,179.0,6.333333333333333,1.1547005383499833,5.0,7.0,9.857142857142858,9.172941575246192,3.0,29.0,24.357142857142858,59.017086369258415,2.0,228.0,31.933333333333334,65.2813187268197,1.0,228.0,-9.0,-0.8620689655172413,0.9305882757496136,4.0,357,127449,CCT
June,7,03:30:00,1.0,1.0,0.0,0.0,2799.0,A,A - Interval,3.0,30.0,7.0,4.0,5.0,14.0,80.0,226.0,247.0,5.333333333333333,1.5275252316297185,4.0,7.0,6.285714285714286,3.728908942946337,3.0,14.0,24.071428571428573,59.111972346769974,2.0,228.0,31.1,65.47932024166349,1.0,228.0,-13.0,-0.9285714285714286,0.5932355136505536,1.0,358,128164,CCT
June,7,05:00:00,1.0,1.0,0.0,0.0,806.0,A,A - Interval,5.0,0.0,10.0,1.0,4.0,4.0,46.0,212.0,5.0,3.3333333333333335,2.0816659994496702,1.0,5.0,4.428571428571429,2.1491969707476892,1.0,7.0,23.071428571428573,59.394980732918505,1.0,228.0,30.566666666666666,65.66302866403063,1.0,228.0,-3.0,-0.75,0.48530254178173626,1.0,359,128881,CCT
June,4,00:30:00,1.0,4.0,0.0,0.0,514.75,A,A - Interval,0.0,30.0,1.0,225.0,244.0,243.0,158.0,7.0,1.0,230.33333333333334,11.930353445448791,222.0,244.0,238.57142857142858,19.483815017060845,222.0,278.0,220.78571428571428,65.32307705248105,5.0,278.0,166.13333333333333,79.76419269811267,3.0,278.0,-239.0,-0.9835390946502057,0.08166868570025504,4.0,394,155236,CCT
June,3,03:00:00,1.0,1.0,0.0,0.0,703.0,A,A - Interval,3.0,0.0,6.0,1.0,1.0,12.0,91.0,26.0,243.0,54.333333333333336,89.79049689879933,1.0,158.0,59.714285714285715,69.81574389232075,1.0,158.0,54.142857142857146,52.23299449855194,1.0,158.0,71.53333333333333,76.32811807712406,1.0,241.0,-11.0,-0.9166666666666666,1.1691631752302518,1.0,431,185761,CCT
June,3,04:30:00,1.0,1.0,0.0,0.0,64.0,A,A - Interval,4.0,30.0,9.0,2.0,1.0,91.0,52.0,1.0,243.0,1.3333333333333333,0.5773502691419948,1.0,2.0,57.285714285714285,71.91595623993878,1.0,158.0,41.357142857142854,52.62729204635097,1.0,158.0,68.5,78.16549640081737,1.0,241.0,-90.0,-0.989010989010989,1.2553907573056644,1.0,433,187489,CCT
June,4,02:00:00,1.0,1.0,0.0,0.0,526.0,A,A - Interval,2.0,0.0,4.0,1.0,238.0,16.0,87.0,222.0,240.0,31.0,51.961524227065865,1.0,91.0,27.857142857142858,36.020496810513635,1.0,91.0,15.357142857142858,27.739466865426277,1.0,91.0,38.5,46.203261565719686,1.0,158.0,-15.0,-0.9090909090909091,1.2930434752492073,1.0,445,198025,CCT
June,4,03:00:00,1.0,2.0,0.0,0.0,558.0,A,A - Interval,3.0,0.0,6.0,2.0,1.0,5.0,57.0,225.0,243.0,31.0,51.961524227065865,1.0,91.0,26.428571428571427,36.98584027641407,1.0,91.0,15.357142857142858,27.739466865426277,1.0,91.0,35.5,45.594728975450565,1.0,158.0,-3.0,-0.9047619047619048,1.3994642266751272,2.0,446,198916,CCT
June,4,04:00:00,1.0,1.0,0.0,0.0,910.0,A,A - Interval,4.0,0.0,8.0,1.0,2.0,241.0,40.0,211.0,233.0,75.33333333333333,73.51417096950286,1.0,148.0,34.142857142857146,57.38881590062841,1.0,148.0,88.35714285714286,82.4766700279608,1.0,228.0,52.166666666666664,69.71720380040426,1.0,228.0,-240.0,0.0,1.6808439803531332,1.0,480,230400,CCT
June,4,05:30:00,1.0,1.0,0.0,0.0,594.0,A,A - Interval,5.0,30.0,11.0,1.0,1.0,1.0,8.0,156.0,225.0,1.0,0.0,1.0,1.0,33.0,58.04883001979193,1.0,148.0,79.5,87.9289485891878,1.0,228.0,50.56666666666667,70.61438914288618,1.0,228.0,0.0,0.0,1.75905545514521,1.0,482,232324,CCT
June,4,06:30:00,0.5,5.0,1.0,0.2,510.75,A,A - Interval,6.0,30.0,13.0,1.0,1.0,1.0,16.0,87.0,222.0,1.0,0.0,1.0,1.0,33.0,58.04883001979193,1.0,148.0,72.35714285714286,90.08338627913871,1.0,228.0,50.3,70.79165643414221,1.0,228.0,4.0,1.5,1.75905545514521,2.5,483,233289,CCT
June,5,02:00:00,1.0,3.0,0.0,0.0,108.67,A,A - Interval,2.0,0.0,4.0,148.0,2.0,231.0,252.0,74.0,1.0,175.0,17.058722109231507,156.0,189.0,109.71428571428571,69.21876981887291,13.0,189.0,66.57142857142857,74.90785548383326,1.0,189.0,68.43333333333334,76.74080123840659,1.0,228.0,-228.0,-0.7692307692307693,0.6309002457449354,3.0,492,242064,CCT
May,28,04:00:00,1.0,1.0,0.0,0.0,86.0,A,A - Interval,4.0,0.0,8.0,1.0,58.0,3.0,26.0,146.0,279.0,79.66666666666667,135.38956138984014,1.0,236.0,124.28571428571429,115.30064221520244,1.0,236.0,175.14285714285714,95.29053318292272,1.0,251.0,131.8,103.5662040469268,1.0,252.0,-2.0,-0.9955357142857143,0.9277063166740426,1.0,510,260100,CCT
May,20,05:30:00,1.0,1.0,0.0,0.0,61.0,A,A - Interval,5.0,30.0,11.0,2.0,2.0,10.0,75.0,73.0,212.0,76.33333333333333,127.88406207707543,2.0,224.0,63.42857142857143,98.02696422049287,2.0,224.0,49.857142857142854,69.81388129862201,2.0,224.0,74.4,89.1688054314342,2.0,237.0,-9.0,-0.9,1.545470156629392,1.0,557,310249,CCT
May,20,00:00:00,1.0,4.0,0.0,0.0,635.0,A,A - Interval,0.0,0.0,0.0,153.0,129.0,5.0,13.0,38.0,237.0,120.0,38.30143600441064,78.0,153.0,62.714285714285715,59.645380613853945,5.0,153.0,62.5,78.40599466877553,1.0,224.0,78.2,84.1211769639079,1.0,237.0,-1.0,-0.2,0.9510652945261449,4.0,566,320356,CCT
May,21,22:30:00,0.8333,6.0,0.0,0.0,521.0,A,A - Interval,22.0,30.0,45.0,14.0,22.0,224.0,231.0,1.0,97.0,16.333333333333332,16.623276853053536,1.0,34.0,8.428571428571429,12.177262183505036,1.0,34.0,34.857142857142854,50.48054788020615,1.0,153.0,35.93333333333333,59.03998255614472,1.0,224.0,-218.0,0.2,1.4447599200768686,4.9998000000000005,575,330625,CCT
May,22,03:30:00,1.0,1.0,0.0,0.0,2347.0,A,A - Interval,3.0,30.0,7.0,0.0,2.0,9.0,201.0,200.0,211.0,1.0,0.9999999999637591,0.0,2.0,4.571428571428571,4.961758520842921,0.0,12.0,6.571428571428571,9.145947279994395,0.0,34.0,32.166666666666664,60.210025132337954,0.0,224.0,-8.0,-0.8888888888888888,1.085384676434389,1.0,583,339889,CCT
May,21,06:00:00,1.0,1.0,0.0,0.0,69.0,A,A - Interval,6.0,0.0,12.0,1.0,34.0,235.0,26.0,132.0,234.0,76.0,37.72267222771934,45.0,118.0,69.0,89.33084573650959,2.0,247.0,110.42857142857143,78.86474720461854,2.0,247.0,60.8,73.41539817814224,0.0,247.0,-234.0,-0.5,1.2946499382102838,1.0,606,367236,CCT
May,18,00:30:00,0.6,5.0,0.0,0.0,642.4,A,A - Interval,0.0,30.0,1.0,6.0,3.0,24.0,120.0,163.0,97.0,5.0,1.7320508075441674,3.0,6.0,30.857142857142858,58.68113998957666,3.0,163.0,70.28571428571429,70.28450816440383,3.0,220.0,130.6,79.16225154052619,3.0,245.0,-19.0,-0.9693251533742331,1.9017036107733176,3.0,658,432964,CCT
May,18,03:00:00,1.0,1.0,0.0,0.0,48.0,A,A - Interval,3.0,0.0,6.0,35.0,2.0,3.0,220.0,145.0,125.0,14.333333333333334,18.009256878984516,2.0,35.0,8.428571428571429,11.844227044675838,2.0,35.0,37.07142857142857,67.29323235570715,2.0,220.0,101.16666666666667,85.23560990221347,2.0,245.0,-2.0,-0.6666666666666666,1.405247276486964,1.0,663,439569,CCT
May,18,04:30:00,1.0,1.0,0.0,0.0,105.0,A,A - Interval,4.0,30.0,9.0,30.0,1.0,5.0,24.0,120.0,163.0,22.0,18.357559750683652,1.0,35.0,11.571428571428571,14.478226673842412,1.0,35.0,21.214285714285715,42.26323838374664,1.0,163.0,87.5,81.14301975630696,1.0,245.0,-4.0,-0.8,1.2512047742826777,1.0,665,442225,CCT
May,16,22:30:00,0.8889,11.0,2.0,0.1818,577.11,A,A - Interval,22.0,30.0,45.0,11.0,18.0,66.0,220.0,176.0,2.0,17.333333333333332,6.027713773334972,11.0,23.0,44.42857142857143,37.71320344767609,11.0,123.0,39.857142857142854,45.852367010216945,1.0,157.0,45.1,58.881734185481044,1.0,220.0,-55.0,-0.9105691056910569,0.8488502383721305,9.7779,676,456976,CCT
May,17,01:30:00,0.0,1.0,0.0,0.0,686.0,A,A - Interval,1.0,30.0,3.0,4.0,128.0,11.0,194.0,47.0,178.0,46.0,71.02112361825831,4.0,128.0,24.571428571428573,45.70141187774348,4.0,128.0,44.92857142857143,52.16610199930857,4.0,157.0,26.233333333333334,39.99541640404959,1.0,157.0,-10.0,-0.9090909090909091,1.8599411810709556,0.0,682,465124,CCT
May,17,02:30:00,1.0,1.0,0.0,0.0,92.0,A,A - Interval,2.0,30.0,5.0,1.0,1.0,8.0,50.0,160.0,178.0,69.33333333333333,58.620246786697095,2.0,109.0,68.14285714285714,39.185152678996545,2.0,109.0,38.142857142857146,41.668761852085126,1.0,109.0,42.96666666666667,48.001065601198555,1.0,157.0,-7.0,-0.9696969696969697,0.5750441692934504,1.0,698,487204,CCT
May,19,00:00:00,1.0,9.0,0.0,0.0,614.67,A,A - Interval,0.0,0.0,0.0,6.0,12.0,87.0,59.0,1.0,14.0,75.66666666666667,118.97198549798719,4.0,213.0,62.285714285714285,81.2644126411115,1.0,213.0,53.857142857142854,60.63111303721822,1.0,213.0,37.96666666666667,52.477570468713985,1.0,213.0,-78.0,3.5,1.3047038726783957,9.0,702,492804,CCT
May,19,05:30:00,1.0,1.0,0.0,0.0,521.0,A,A - Interval,5.0,30.0,11.0,2.0,3.0,6.0,29.0,59.0,16.0,2.0,0.9999999999571689,1.0,3.0,4.0,2.5819888974948255,1.0,9.0,39.785714285714285,64.5483463071602,1.0,213.0,35.13333333333333,53.69436709256619,1.0,213.0,-5.0,-0.75,0.6454972243737064,1.0,708,501264,CCT
May,18,06:30:00,1.0,1.0,0.0,0.0,703.0,A,A - Interval,6.0,30.0,13.0,16.0,57.0,14.0,10.0,6.0,6.0,42.0,22.60530911091273,16.0,57.0,35.142857142857146,16.587430697458032,14.0,57.0,23.857142857142858,16.631097576332227,3.0,57.0,104.4,95.80461438746593,3.0,251.0,-13.0,-0.9285714285714286,0.47200006049677323,1.0,745,555025,CCT
May,26,05:30:00,1.0,1.0,0.0,0.0,79.0,A,A - Interval,5.0,30.0,11.0,2.0,0.0,62.0,28.0,18.0,69.0,136.0,117.15374513859962,1.0,211.0,110.28571428571429,75.09486064464173,1.0,211.0,76.42857142857143,62.67954430853286,1.0,211.0,55.9,49.73540333432089,1.0,211.0,-61.0,-0.9885057471264368,0.6809119488503783,1.0,766,586756,CCT
May,26,00:00:00,1.0,2.0,0.0,0.0,885.5,A,A - Interval,0.0,0.0,0.0,63.0,82.0,62.0,8.0,2.0,3.0,75.66666666666667,10.969655114599554,63.0,82.0,74.42857142857143,11.178210096096144,62.0,92.0,61.857142857142854,43.27880480160027,0.0,168.0,95.4,50.84703226005606,0.0,182.0,-60.0,-0.967741935483871,0.15018708382470827,2.0,808,652864,CCT
May,27,23:30:00,0.7,10.0,0.0,0.0,553.9,A,A - Interval,23.0,30.0,47.0,18.0,11.0,258.0,231.0,70.0,181.0,16.0,4.358898943528544,11.0,19.0,98.0,120.0819164848177,11.0,286.0,138.78571428571428,98.65961575142998,11.0,286.0,116.86666666666666,105.87492078190535,8.0,286.0,-248.0,-0.9612403100775194,1.2253256784165072,7.0,848,719104,CCT
May,28,00:30:00,1.0,3.0,0.0,0.0,571.0,A,A - Interval,0.0,30.0,1.0,8.0,10.0,38.0,181.0,286.0,231.0,12.0,5.2915026221190065,8.0,18.0,55.714285714285715,102.0469079814353,8.0,286.0,109.14285714285714,102.06623576637145,8.0,286.0,116.36666666666666,106.3716592192558,8.0,286.0,-35.0,-0.9895104895104895,1.8316111688975565,3.0,850,722500,CCT
May,28,01:30:00,1.0,3.0,0.0,0.0,1058.33,A,A - Interval,1.0,30.0,3.0,3.0,3.0,19.0,151.0,246.0,1.0,4.666666666666667,2.886751345928865,3.0,8.0,10.285714285714286,6.421689438007748,3.0,19.0,86.21428571428571,105.27559332271939,3.0,286.0,115.93333333333334,106.83307421920637,3.0,286.0,-16.0,-0.8421052631578947,0.6243309175840865,3.0,852,725904,CCT
May,27,02:30:00,1.0,1.0,0.0,0.0,80.0,A,A - Interval,2.0,30.0,5.0,35.0,235.0,4.0,34.0,121.0,135.0,90.33333333333333,126.43311802424732,1.0,235.0,40.285714285714285,86.73083704910381,1.0,235.0,57.42857142857143,96.11908822330338,1.0,240.0,36.733333333333334,68.86615370729484,1.0,240.0,-3.0,-0.75,2.1528931182401654,1.0,874,763876,CCT
May,23,07:30:00,0.2727,12.0,1.0,0.0833,557.45,A,A - Interval,7.0,30.0,15.0,24.0,6.0,1.0,17.0,61.0,231.0,81.0,113.69696565871891,8.0,212.0,104.57142857142857,98.1051428194216,8.0,216.0,122.14285714285714,78.3854942848851,8.0,220.0,139.6,78.21614614158263,5.0,236.0,11.0,-0.7272727272727273,0.9381639340655071,3.2724,924,853776,CCT
May,23,01:00:00,1.0,2.0,0.0,0.0,585.5,A,A - Interval,1.0,0.0,2.0,4.0,6.0,33.0,149.0,211.0,177.0,7.666666666666667,4.72581562623711,4.0,13.0,16.0,10.066445913700328,4.0,33.0,44.785714285714285,45.906558223331935,1.0,149.0,89.86666666666666,87.90737026624359,1.0,251.0,-31.0,-0.9166666666666666,0.6291528696062705,2.0,946,894916,CCT
May,23,01:30:00,1.0,3.0,0.0,0.0,621.67,A,A - Interval,1.0,30.0,3.0,2.0,4.0,10.0,121.0,251.0,2.0,4.0,1.999999999962766,2.0,6.0,12.857142857142858,10.574002260716917,2.0,33.0,34.285714285714285,35.97312794386966,1.0,121.0,88.03333333333333,89.18074762596716,1.0,251.0,-7.0,-0.9090909090909091,0.8224223980557601,3.0,947,896809,CCT
May,23,02:00:00,1.0,2.0,0.0,0.0,118.0,A,A - Interval,2.0,0.0,4.0,3.0,2.0,15.0,91.0,215.0,247.0,3.0,0.9999999999251984,2.0,4.0,8.571428571428571,6.241184258817088,2.0,17.0,25.857142857142858,26.729002234270677,1.0,91.0,86.66666666666667,90.1872891622583,1.0,251.0,-13.0,-0.8666666666666667,0.7281381635286603,2.0,948,898704,CCT
May,23,03:30:00,1.0,1.0,0.0,0.0,25.0,A,A - Interval,3.0,30.0,7.0,1.0,2.0,13.0,46.0,239.0,213.0,2.0,0.9999999999248644,1.0,3.0,4.428571428571429,4.117326918342623,1.0,13.0,15.214285714285714,16.196764023571387,1.0,46.0,79.13333333333334,89.67171288624986,1.0,251.0,-12.0,-0.9230769230769231,0.9297189815612373,1.0,950,902500,CCT
May,23,04:00:00,1.0,1.0,0.0,0.0,817.0,A,A - Interval,4.0,0.0,8.0,1.0,1.0,6.0,1.0,176.0,196.0,1.3333333333333333,0.5773502690591015,1.0,2.0,2.7142857142857144,1.799470821720679,1.0,6.0,12.0,13.922864426771056,1.0,46.0,71.96666666666667,86.90481647432888,1.0,251.0,-5.0,-0.8333333333333334,0.6629629343181449,1.0,951,904401,CCT
May,23,05:00:00,1.0,1.0,0.0,0.0,93.0,A,A - Interval,5.0,0.0,10.0,221.0,1.0,2.0,33.0,149.0,211.0,74.33333333333333,127.01705922171728,1.0,221.0,33.0,82.90355842785104,1.0,221.0,24.5,57.41716441301204,1.0,221.0,72.03333333333333,87.60549633730608,1.0,251.0,-1.0,-0.5,2.5122290432682135,1.0,953,908209,CCT
May,25,00:30:00,0.0,1.0,0.0,0.0,1059.0,A,A - Interval,0.0,30.0,1.0,3.0,3.0,15.0,103.0,1.0,128.0,104.33333333333333,89.58422480176547,3.0,173.0,53.285714285714285,70.459714933936,3.0,173.0,57.42857142857143,51.10127845113789,3.0,173.0,40.6,56.39002112748858,1.0,221.0,-14.0,-0.9333333333333333,1.3223002802615336,0.0,973,946729,CCT
May,25,01:00:00,0.0,1.0,0.0,0.0,1138.0,A,A - Interval,1.0,0.0,2.0,1.0,3.0,17.0,83.0,9.0,125.0,47.0,77.94870107961955,1.0,137.0,51.285714285714285,71.91132105057028,1.0,173.0,50.142857142857146,51.37472761351354,1.0,173.0,40.2,56.63458185657375,1.0,221.0,-16.0,-0.9411764705882353,1.4021706054428746,0.0,974,948676,CCT
May,25,05:30:00,1.0,2.0,0.0,0.0,1089.0,A,A - Interval,5.0,30.0,11.0,2.0,2.0,1.0,15.0,103.0,1.0,1.3333333333333333,1.1547005383159414,0.0,2.0,1.1428571428571428,0.6900655594343384,0.0,2.0,27.214285714285715,54.98696149148467,0.0,173.0,39.833333333333336,56.884082576540685,0.0,221.0,1.0,1.0,0.6038073645050461,2.0,980,960400,CCT
May,23,23:00:00,0.3077,20.0,7.0,0.35,523.46,A,A - Interval,23.0,0.0,46.0,11.0,23.0,44.0,220.0,191.0,128.0,6.0,4.358898943524244,3.0,11.0,4.142857142857143,3.4364987719551015,1.0,11.0,2.642857142857143,2.844891314884192,0.0,11.0,31.866666666666667,46.077695504316274,0.0,173.0,-24.0,5.0,0.8294997035753693,6.154,987,974169,CCT
May,24,02:30:00,1.0,1.0,0.0,0.0,571.0,A,A - Interval,2.0,30.0,5.0,2.0,1.0,11.0,57.0,228.0,207.0,2.6666666666666665,2.0816659994303266,1.0,5.0,46.42857142857143,68.10496101082367,1.0,153.0,25.285714285714285,51.26016382732776,1.0,153.0,26.933333333333334,50.41615322242572,0.0,173.0,-10.0,-0.95,1.4668760833100483,1.0,994,988036,CCT
